entity_code,entity_name,region,income_group,registry_category,public_collective_noun,midpoint_year,pou_period_start,pou_period_end,obesity_value,obesity_low,obesity_high,pou_source_value,pou_censored,pou_lower,pou_upper,population,obesity_available,pou_available,population_available,comparable_primary,geometry_status,missing_reason,source_release_ids
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,6.1942056,5.2792169,7.221701,17.6,False,17.6,17.6,20068458,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,9.2344686,8.3154336,10.239526,13.8,False,13.8,13.8,17074594,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,3.0640418,2.5466466,3.6567517,27.3,False,27.3,27.3,58775724,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,6.3481599,5.4177031,7.3575683,28.4,False,28.4,28.4,3696393,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COL,Colombia,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,14.184177,13.292038,15.081459,11.0,False,11.0,11.0,42128977,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
COM,Comoros,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,7.8869283,6.7301884,9.1713503,16.3,False,16.3,16.3,592677,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,8.7190934,7.2139412,10.392798,12.7,False,12.7,12.7,485115,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CRI,Costa Rica,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.521235,18.884619,22.267409,3.8,False,3.8,3.8,4261240,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CUB,Cuba,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,12.898156,11.768203,14.12278,2.5,True,0.0,2.5,11262554,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CUW,Curacao,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,137658,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CYM,Cayman Islands,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,46788,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CYP,Cyprus,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,19.914028,15.939604,24.121451,4.7,False,4.7,4.7,1036151,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CZE,Czechia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,19.909404,18.826814,20.995067,2.5,True,0.0,2.5,10211216,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DEU,Germany,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,19.685635,18.717159,20.660594,2.5,True,0.0,2.5,82469422,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,5.1653467,2.67055,8.9175381,28.9,False,28.9,28.9,839167,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DMA,Dominica,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.350897,17.506374,23.278335,5.1,False,5.1,5.1,68734,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DNK,Denmark,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,11.829476,11.096545,12.597583,2.5,True,0.0,2.5,5419432,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.729017,16.301294,19.247001,21.3,False,21.3,21.3,9225034,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,15.579513,14.067893,17.184168,6.1,False,6.1,6.1,33109249,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ECU,Ecuador,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,16.208215,14.599591,17.892435,17.4,False,17.4,17.4,13846163,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,32.141703,30.875674,33.392957,5.8,False,5.8,5.8,81101004,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ERI,Eritrea,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,1.6656406,1.383059,1.9781919,,False,,,2661215,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ESP,Spain,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.353223,19.493167,21.227786,2.5,True,0.0,2.5,43653155,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
EST,Estonia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,19.068135,18.144885,19.98913,2.5,True,0.0,2.5,1354775,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ETH,Ethiopia,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,0.9597118,0.78386413,1.1661867,36.4,False,36.4,36.4,78367470,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FIN,Finland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.748512,16.945027,18.569937,2.5,True,0.0,2.5,5246096,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FJI,Fiji,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,24.985825,23.314844,26.639637,4.5,False,4.5,4.5,882379,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FRA,France,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,12.487624,11.615127,13.391799,2.5,True,0.0,2.5,63180854,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FRO,Faroe Islands,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,48359,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,39.919174,37.296298,42.617688,,False,,,111412,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GAB,Gabon,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,12.314212,10.486484,14.464188,14.3,False,14.3,14.3,1463495,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GBR,United Kingdom,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,22.279939,21.673819,22.896998,2.5,True,0.0,2.5,60401206,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GEO,Georgia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,21.846403,19.403499,24.421304,4.8,False,4.8,4.8,3902469,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GHA,Ghana,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,7.9760224,7.3186569,8.6549327,11.1,False,11.1,11.1,22449438,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GIB,Gibraltar,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,29163,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GIN,Guinea,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,3.9539922,3.2078195,4.8592549,16.4,False,16.4,16.4,9245844,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GMB,"Gambia, The",Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,5.2741364,4.5667857,6.024386,17.6,False,17.6,17.6,1667037,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,5.6676891,4.1595791,7.7517927,18.6,False,18.6,18.6,1381585,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,11.590725,8.9404605,14.687993,,False,,,947367,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GRC,Greece,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.598112,18.927601,22.352467,2.5,True,0.0,2.5,10987314,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GRD,Grenada,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,19.588852,16.541609,22.800422,,False,,,109734,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GRL,Greenland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.37804,18.089436,22.844769,,False,,,56935,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GTM,Guatemala,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,14.762683,13.736138,15.819058,19.2,False,19.2,19.2,13087629,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GUM,Guam,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,164365,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
GUY,Guyana,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,16.981949,14.769949,19.297802,7.1,False,7.1,7.1,760914,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,2.5,True,0.0,2.5,6813200,False,True,True,False,off_map_no_exact_code,obesity_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HND,Honduras,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.73099,14.908139,21.051769,18.1,False,18.1,18.1,7478355,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HRV,Croatia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,18.403256,17.054346,19.825317,3.3,False,3.3,3.3,4310145,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HTI,Haiti,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,6.3772403,5.3221967,7.6268904,47.7,False,47.7,47.7,9061273,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HUN,Hungary,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,21.143377,19.345437,23.043643,2.5,True,0.0,2.5,10087065,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IDN,Indonesia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,3.4410391,3.1333104,3.7736375,18.4,False,18.4,18.4,230871650,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IMN,Isle of Man,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,79516,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IND,India,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,2.564444,2.372038,2.7564324,21.1,False,21.1,21.1,1154676322,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRL,Ireland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,22.081572,20.701315,23.455296,2.5,True,0.0,2.5,4159914,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.248757,16.587445,17.936517,6.4,False,6.4,6.4,71828455,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,29.873338,27.385008,32.412162,16.5,False,16.5,16.5,28407448,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ISL,Iceland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,16.757943,14.981246,18.513004,2.5,True,0.0,2.5,296734,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.889731,19.673941,22.147146,2.5,True,0.0,2.5,6930100,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ITA,Italy,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,14.878573,14.108223,15.691797,2.5,True,0.0,2.5,58166682,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JAM,Jamaica,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,21.049015,19.641282,22.478083,7.1,False,7.1,7.1,2687066,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
